,cellName,cellMarker
3989,Neutrophil,OAS3
3990,Neutrophil,CAMP
3991,Neutrophil,SLC1A5
3992,Neutrophil,ADPGK
3993,Neutrophil,PSTPIP1
3994,Neutrophil,DOCK8
3995,NK cells,KLRK1
3996,NK cells,SIGLEC7
3997,NK cells,IL32
3998,NK cells,GZMH
3999,NK cells,HMBOX1
4000,NK cells,FHL2
4001,NK cells,PCDH15
4002,NK cells,TXK
4003,NK cells,KLRC2
4004,NK cells,SAMD3
4005,NK cells,CHSY1
4006,NK cells,XCL2
4007,NK cells,IL18R1
4008,NK cells,DOCK2
4009,NK cells,SH2D2A
4010,NK cells,XCL1
4011,NK cells,GZMK
4012,NK cells,IFNG
4013,NK cells,IL2RG
4014,NK cells,KIR2DL1
4015,NK cells,KIR3DL1
4016,NK cells,KLRG1
4017,NK cells,NCR3
4018,NK cells,ADAMTS14
4019,NK cells,ITGA2
4020,NK cells,CLEC2D
4021,NK cells,LAIR2
4022,Nuocytes,ICOS
4023,Nuocytes,IL17RB
4024,Nuocytes,CRLF2
4025,Nuocytes,BCL11B
4026,Nuocytes,IL13
4027,Plasma cells,PIAS1
4028,Plasma cells,CYCS
4029,Plasma cells,DIABLO
4030,Plasma cells,HTRA2
4031,Plasma cells,CCR10
4032,Plasma cells,ABCB9
4033,Plasma cells,AMPD1
4034,Plasma cells,ANGPT4
4035,Plasma cells,ATXN8OS
4036,Plasma cells,C11ORF80
4037,Plasma cells,GPR25
4038,Plasma cells,HIST1H2AE
4039,Plasma cells,HIST1H2BG
4040,Plasma cells,IGHE
4041,Plasma cells,KCNA3
4042,Plasma cells,KCNG2
4043,Plasma cells,MAN1A1
4044,Plasma cells,MANEA
4045,Plasma cells,MAST1
4046,Plasma cells,MROH7
4047,Plasma cells,PAX7
4048,Plasma cells,PDK1
4049,Plasma cells,REN
4050,Plasma cells,RPL3P7
4051,Plasma cells,SPAG4
4052,Plasma cells,TGM5
4053,Plasma cells,UGT2B17
4054,Plasma cells,ZNF165
4055,Plasma cells,IGHG2
4056,Plasma cells,IGHGP
4057,Plasma cells,IGHA1
4058,Plasma cells,IGHA2
4059,Plasma cells,IGLV3-1
4060,Plasma cells,IGLC7
4061,Plasma cells,IL16
4062,Plasma cells,BHLHA15
4063,Plasma cells,PPIB
4064,Plasmacytoid dendritic cell,TRADD
4065,Plasmacytoid dendritic cell,ARHGAP9
4066,Plasmacytoid dendritic cell,MAP3K2
4067,Plasmacytoid dendritic cell,MCTP2
4068,Plasmacytoid dendritic cell,KLK1
4069,Plasmacytoid dendritic cell,GRM8
4070,Plasmacytoid dendritic cell,PRKCA
4071,Plasmacytoid dendritic cell,CARD6
4072,Plasmacytoid dendritic cell,CLEC4G
4073,Plasmacytoid dendritic cell,CCR9
4074,Plasmacytoid dendritic cell,BST2
4075,Pulmonary alveolar type I cells,RADIL
4076,Pulmonary alveolar type II cells,ABCD3
4077,Red pulp macrophages,NR1H3
4078,Red pulp macrophages,MERTK
4079,Red pulp macrophages,SPIC
4080,Red pulp macrophages,SLC40A1
4081,T cell,SYT3
4082,T cell,NOTCH3
4083,T cell,DKK3
4084,T cell,CERK
4085,T cell,PMCH
4086,T cell,CXCR6
4087,T cell,SATB1
4088,T cell,ITK
4089,T cell,GEM
4090,T cell,TGIF1
4091,T cell,CREM
4092,T cell,NABP1
4093,T cell,EEF1B2P3
4094,T cell,PFN1P1
4095,T cell,1-Sep
4096,T cell,CYTL1
4097,T cell,PTPN22
4098,T cell,GDPD3
4099,T cell,LAG3
4100,T cell,SH2D1A
4101,T cell,S1PR4
4102,T cell,GIMAP5
4103,T cell,CD160
4104,T cell,RHOH
4105,T cell,CD163L1
4106,T cell,TNFRSF4
4107,T cell,CCL20
4108,T cell,SKAP1
4109,T cell,CCL4L2
4110,T cell,PYHIN1
4111,T helper cells,IL2
4112,T helper cells,TNFSF11
4113,T helper cells,LTBR
4114,T helper cells,LTA
4115,T helper cells,CCR8
4116,T helper cells,HAVCR1
4117,T helper cells,STAT6
4118,T helper cells,IL17F
4119,T helper cells,IL21
4120,T helper cells,IL22
4121,T helper cells,RORC
4122,T helper cells,CCR4
4123,T helper cells,IL9
4124,T helper cells,NFATC2
4125,T helper cells,NFKB1
4126,T helper cells,NR3C1
4127,T memory cells,ITGB5
4128,T memory cells,GRAP2
4129,T memory cells,TBC1D10C
4130,T memory cells,KPNA4
4131,T memory cells,EPSTI1
4132,T memory cells,APBB1IP
4133,T memory cells,IKZF1
4134,T memory cells,SP100
4135,T memory cells,DGKA
4136,T memory cells,RAPGEF6
4137,T memory cells,ARHGEF1
4138,T memory cells,ARHGAP15
4139,T memory cells,ARHGAP45
4140,T regulatory cells,IZUMO1R
4141,T regulatory cells,CNGB1
4142,T regulatory cells,ITGB8
4143,Eosinophil,
1731,Hematopoietic stem cell,Itgal
1732,Hematopoietic stem cell,Procr
1733,Hematopoietic stem cell,Slamf1
1734,Hematopoietic stem cell,Cd48
1735,Cancer stem cell,Kit
1736,Cancer stem cell,Ly6a
1737,Hematopoietic cell,Vav1
1738,Embryonic stem cell,B2m
1739,Embryonic stem cell,Bmp4
1740,Embryonic stem cell,T2
1741,Embryonic stem cell,Fgf4
1742,Embryonic stem cell,Lif
1743,Embryonic stem cell,Lifr
1744,Embryonic stem cell,Nanog
1745,Embryonic stem cell,Pou5f1
1746,Embryonic stem cell,Zfp42
1747,Embryonic stem cell,Sox2
1748,Embryonic stem cell,Stat3
1749,Embryonic stem cell,Tert
1750,Hematopoietic stem cell,Abcg2
1751,Mesenchymal progenitor cell,Cd14
1752,CD3+ T cell,Cd3d
1753,CD3+ T cell,Cd3e
1754,CD3+ T cell,Cd3g
1755,CD8+ T cell,Cd8a
1756,Leukocyte,Ptprc
1757,Polymorphonuclear neutrophil,Ly6g
1758,Cancer cell,Epcam
1759,Basophil,Mcpt8
1760,Basophil,Itga2
1761,Basophil,Fcer1a
1762,Cancer stem cell,Cd44
1763,Megakaryocyte,Itga2b
1764,Megakaryocyte,Gp1ba
1765,Myeloid cell,Itgam
1766,Neutrophil,Prtn3
1767,B cell,Cd19
1768,Platelet,Ly76
1769,T cell,Cd4
1770,Natural killer cell,Fcgr3
1771,Natural killer cell,Ncam1
1772,Monocyte,Itgax
1773,B cell,Cd79b
1774,B cell,Ly6d
1775,CD4+ T cell,Igfbp4
1776,CD4+ T cell,Tcf7
1778,CD8+ T cell,Cd8b1
1779,Activated CD8+ T cell,Ccl5
1780,Natural killer cell,Gzma
1781,Inflammatory monocyte,S100a4
1782,Germinal center B cell,Basp1
1783,Germinal center B cell,Jchain
1784,Induced regulatory T (Treg) cell,Izumo1r
1785,Ly6c+ monocyte,Ccr2
1786,Ly6c+ monocyte,Lyz2
1787,Dendritic cell,Fscn1
1788,Plasmacytoid dendritic cell,Bst2
1791,Activated B cell,Cd22
1792,Dendritic cell,Il3ra
1793,Natural killer cell,Ncr1
1794,Hematopoietic stem cell,Cd34
1796,Granulocyte,Ly6c1
1797,Platelet,Itgb3
1798,Platelet,Cd9
1799,Activated platelet,Selp
1800,Red blood cell (erythrocyte),Gypa
1801,Endothelial cell,Mcam
1802,Endothelial cell,Plvap
1803,Endothelial cell,Pecam1
1804,Activated endothelial cell,Sele
1805,Multilymphoid progenitor cell,AARS2
1806,Multilymphoid progenitor cell,AARSD1
1809,Naive CD4+ T cell,ABLIM1
1810,Plasmacytoid dendritic cell,ABPARTS
1811,Multilymphoid progenitor cell,ACAP1
1813,AXL+SIGLEC6+ dendritic cell,ACPP
1814,Multilymphoid progenitor cell,ACRC
1815,Multilymphoid progenitor cell,ADAMTS6
1816,Multilymphoid progenitor cell,ADAP1
1817,Multilymphoid progenitor cell,ADGRL1
1818,Granulocyte-monocyte progenitor,ADK
1819,Effector CD8+ memory T (Tem) cell,ADRB2
1821,Multilymphoid progenitor cell,AES
1822,Multilymphoid progenitor cell,AFF1
1823,Multilymphoid progenitor cell,AFF3
1826,CD1C+_A dendritic cell,AGPAT9
1827,Effector CD8+ memory T (Tem) cell,AGTPBP1
1828,Effector CD8+ memory T (Tem) cell,AHNAK
1829,Plasmacytoid dendritic cell,AK057596
1830,Plasmacytoid dendritic cell,AK093551
1831,Plasmacytoid dendritic cell,AK095700
1834,AXL+SIGLEC6+ dendritic cell,AK125727
1835,Plasmacytoid dendritic cell,AK128525
1837,Multilymphoid progenitor cell,AKAP17A
1841,Plasmacytoid dendritic cell,AL833181
1842,Granulocyte-monocyte progenitor,ALDH4A1
1843,Multilymphoid progenitor cell,ALOX12P2
1844,Lymphoid-primed multipotent progenitor cell(LMPP),ALOX15B
1845,Multilymphoid progenitor cell,AMHR2
1846,Multilymphoid progenitor cell,AMN1
1847,Multilymphoid progenitor cell,AMPH
1848,Multilymphoid progenitor cell,ANKHD1-EIF4EBP3
1850,Multilymphoid progenitor cell,ANKRD13D
1851,Lymphoid-primed multipotent progenitor cell(LMPP),ANKRD44
1852,Regulatory T (Treg) cell,ANXA2P2
1853,Multilymphoid progenitor cell,AP2A2
1854,Granulocyte-monocyte progenitor,AP3S1
1855,Naive CD8+ T cell,APBA2
1857,Granulocyte-monocyte progenitor,APPL1
1858,Lymphoid-primed multipotent progenitor cell(LMPP),ARFGAP1
1859,Multilymphoid progenitor cell,ARHGAP24
1860,Effector CD8+ memory T (Tem) cell,ARHGAP25
1861,Multilymphoid progenitor cell,ARHGAP4
1862,Naive CD8+ T cell,ARHGEF18
1863,Multilymphoid progenitor cell,ARHGEF2
1864,Multilymphoid progenitor cell,ARHGEF7
1865,Multilymphoid progenitor cell,ARID5B
1867,Multilymphoid progenitor cell,ARNT2
1869,Multilymphoid progenitor cell,ATAD3B
1870,Multilymphoid progenitor cell,ATF7IP2
1871,Multilymphoid progenitor cell,ATHL1
1873,Multilymphoid progenitor cell,ATN1
1874,Multilymphoid progenitor cell,ATP10A
1875,Multilymphoid progenitor cell,ATP11A-AS1
1876,Multilymphoid progenitor cell,ATP13A4
1877,Regulatory T (Treg) cell,ATP2B1
1878,Multilymphoid progenitor cell,ATP9A
1879,Multilymphoid progenitor cell,AUTS2
1880,Multilymphoid progenitor cell,AVIL
1881,CD141+CLEC9A+ dendritic cell,AX747832
1882,Plasmacytoid dendritic cell,AX747844
1883,Granulocyte-monocyte progenitor,B3GALNT1
1884,Lymphoid-primed multipotent progenitor cell(LMPP),B3GAT2
1885,Regulatory T (Treg) cell,B3GNT2
1887,Plasmacytoid dendritic cell,BC034268
1888,Plasmacytoid dendritic cell,BC051760
1889,Multilymphoid progenitor cell,BCAS4
1890,Multilymphoid progenitor cell,BDP1
1892,Lymphoid-primed multipotent progenitor cell(LMPP),BNIP3P11
1893,Multilymphoid progenitor cell,BRF1
1894,Granulocyte-monocyte progenitor,BTF3L4
1895,Multilymphoid progenitor cell,BTG1
1896,Multilymphoid progenitor cell,BTN2A1
1897,Multilymphoid progenitor cell,BTN3A1
1898,Plasmacytoid dendritic cell,BX647938
1899,Plasmacytoid dendritic cell,C10ORF118
1900,CD1C+_A dendritic cell,C10ORF128
1903,Plasmacytoid dendritic cell,C10ORF58
1904,Multilymphoid progenitor cell,C10orf76
1906,Multilymphoid progenitor cell,C11orf72
1907,Plasmacytoid dendritic cell,C12ORF44
1908,Plasmacytoid dendritic cell,C12ORF45
1910,Plasmacytoid dendritic cell,C12ORF75
1912,Multilymphoid progenitor cell,C15orf39
1913,Multilymphoid progenitor cell,C15orf52
1915,Plasmacytoid dendritic cell,C17ORF109
1916,Plasmacytoid dendritic cell,C18ORF8
1918,Multilymphoid progenitor cell,C19orf43
1920,Naive CD4+ T cell,C1orf162
1921,Plasmacytoid dendritic cell,C1ORF186
1922,CD141+CLEC9A+ dendritic cell,C1ORF21
1923,Effector CD8+ memory T (Tem) cell,C1orf21
1925,Plasmacytoid dendritic cell,C1ORF55
1927,Lymphoid-primed multipotent progenitor cell(LMPP),C20orf197
1928,Multilymphoid progenitor cell,C2CD2L
1929,AXL+SIGLEC6+ dendritic cell,C5ORF25
1930,Plasmacytoid dendritic cell,C5ORF45
1931,Plasmacytoid dendritic cell,C5ORF62
1932,Plasmacytoid dendritic cell,C5ORF64
1933,Plasmacytoid dendritic cell,C6ORF170
1934,Plasmacytoid dendritic cell,C6ORF25
1935,Multilymphoid progenitor cell,C6orf48
1936,Multilymphoid progenitor cell,C6orf99
1937,Plasmacytoid dendritic cell,C9ORF142
1939,CD1C+_B dendritic cell,C9ORF89
1940,Plasmacytoid dendritic cell,C9ORF91
1941,Naive CD8+ T cell,CA6
1942,Multilymphoid progenitor cell,CABLES2
1943,Multilymphoid progenitor cell,CACNA1C
1944,Lymphoid-primed multipotent progenitor cell(LMPP),CACNB4
1945,Multilymphoid progenitor cell,CADM2
1946,Granulocyte-monocyte progenitor,CALCOCO2
1947,Granulocyte-monocyte progenitor,CALR
1948,Multilymphoid progenitor cell,CAMK2G
1949,Multilymphoid progenitor cell,CAMK4
1950,Effector CD8+ memory T (Tem) cell,CAPN2
1952,Regulatory T (Treg) cell,CASP2
1953,Effector CD8+ memory T (Tem) cell,CASP8
1954,Granulocyte-monocyte progenitor,CASQ1
1955,Multilymphoid progenitor cell,CASZ1
1957,Multilymphoid progenitor cell,CBX4
1958,Multilymphoid progenitor cell,CBX7
1959,Multilymphoid progenitor cell,CCDC144CP
1960,Multilymphoid progenitor cell,CCDC162P
1961,Lymphoid-primed multipotent progenitor cell(LMPP),CCDC168
1963,Multilymphoid progenitor cell,CCDC6
1965,Multilymphoid progenitor cell,CCDC88B
1966,Multilymphoid progenitor cell,CCDC92
1967,Multilymphoid progenitor cell,CCHCR1
1968,Multilymphoid progenitor cell,CCL4L1
1969,Granulocyte-monocyte progenitor,CCNE2
1970,Multilymphoid progenitor cell,CCZ1
1974,Naive CD8+ T cell,CD248
1978,Lymphoid-primed multipotent progenitor cell(LMPP),CD47
1982,Lymphoid-primed multipotent progenitor cell(LMPP),CDK9
1983,Multilymphoid progenitor cell,CDKN2D
1984,Granulocyte-monocyte progenitor,CDKN3
1985,Multilymphoid progenitor cell,CDYL
1986,Multilymphoid progenitor cell,CELF1
1987,Naive CD8+ T cell,CEP68
1988,Effector CD8+ memory T (Tem) cell,CEP78
1989,Multilymphoid progenitor cell,CHD3
1990,Multilymphoid progenitor cell,CHRM3
1991,Multilymphoid progenitor cell,CHRNA3
1992,Multilymphoid progenitor cell,CIR1
1993,Multilymphoid progenitor cell,CIRBP
1994,Regulatory T (Treg) cell,CLDND1
1995,Lymphoid-primed multipotent progenitor cell(LMPP),CLIP3
1996,Multilymphoid progenitor cell,CLN3
1997,Granulocyte-monocyte progenitor,CLSPN
1998,Multilymphoid progenitor cell,CMC2
1999,Multilymphoid progenitor cell,CMIP
2000,Multilymphoid progenitor cell,CMPK2
2001,Multilymphoid progenitor cell,CMYA5
2002,Multilymphoid progenitor cell,CNOT1
2003,Multilymphoid progenitor cell,CNTNAP1
2006,Lymphoid-primed multipotent progenitor cell(LMPP),COL6A3
2007,Granulocyte-monocyte progenitor,COMMD5
2008,Naive CD8+ T cell,COQ8A
2010,Regulatory T (Treg) cell,CORO7-PAM16
2011,Multilymphoid progenitor cell,COTL1
2013,Regulatory T (Treg) cell,CPNE2
2014,Lymphoid-primed multipotent progenitor cell(LMPP),CRAT
2015,Multilymphoid progenitor cell,CREG2
2016,Granulocyte-monocyte progenitor,CRNDE
2018,Multilymphoid progenitor cell,CROCCP2
2019,Multilymphoid progenitor cell,CRY2
2020,Multilymphoid progenitor cell,CSMD1
2021,Multilymphoid progenitor cell,CSN1S1
2022,Multilymphoid progenitor cell,CSNK1G2
2024,Multilymphoid progenitor cell,CTSD
2026,Multilymphoid progenitor cell,CUBN
2027,Multilymphoid progenitor cell,CUTA
2028,Plasmacytoid dendritic cell,CXORF21
2029,Lymphoid-primed multipotent progenitor cell(LMPP),CXorf23
2030,Multilymphoid progenitor cell,CXXC5
2031,Plasmacytoid dendritic cell,CYBASC3
2033,Multilymphoid progenitor cell,DARS-AS1
2035,Multilymphoid progenitor cell,DDX23
2036,Granulocyte-monocyte progenitor,DEPDC7
2037,Multilymphoid progenitor cell,DGKD
2038,Multilymphoid progenitor cell,DGKQ
2039,Multilymphoid progenitor cell,DHFRL1
2040,Multilymphoid progenitor cell,DHX30
2041,Multilymphoid progenitor cell,DHX8
2044,Plasmacytoid dendritic cell,DKFZP667P0924
2045,Multilymphoid progenitor cell,DLGAP1-AS1
2046,Multilymphoid progenitor cell,DLGAP4-AS1
2047,Multilymphoid progenitor cell,DNAL1
2049,Multilymphoid progenitor cell,DNHD1
2050,Multilymphoid progenitor cell,DNM1
2051,Multilymphoid progenitor cell,DOC2GP
2052,Multilymphoid progenitor cell,DPF1
2054,Lymphoid-primed multipotent progenitor cell(LMPP),DPYSL3
2055,Plasmacytoid dendritic cell,DQ572107
2056,CD1C+_B dendritic cell,DQ575504
2057,Plasmacytoid dendritic cell,DQ576756
2058,Effector CD8+ memory T (Tem) cell,DSTN
2059,Multilymphoid progenitor cell,DTX3
2060,Multilymphoid progenitor cell,DUSP22
2062,Multilymphoid progenitor cell,DVL1
2063,Multilymphoid progenitor cell,DYNLL2
2064,Multilymphoid progenitor cell,DYRK2
2065,Lymphoid-primed multipotent progenitor cell(LMPP),EDC4
2066,Naive CD4+ T cell,EEF1B2
2067,Naive CD8+ T cell,EEF2
2068,Effector CD8+ memory T (Tem) cell,EFHD2
2069,Multilymphoid progenitor cell,EFNB2
2070,Multilymphoid progenitor cell,EFR3B
2071,Multilymphoid progenitor cell,EGLN2
2072,Multilymphoid progenitor cell,EIF1AX-AS1
2073,Multilymphoid progenitor cell,EIF2S2P3
2074,Naive CD8+ T cell,EIF3E
2075,Multilymphoid progenitor cell,EIF3EP1
2076,Naive CD4+ T cell,EIF3L
2077,Multilymphoid progenitor cell,EIF4A1
2078,Multilymphoid progenitor cell,ELK1
2079,Regulatory T (Treg) cell,ELK3
2080,Multilymphoid progenitor cell,ELP5
2081,Multilymphoid progenitor cell,EMC8
2082,Effector CD8+ memory T (Tem) cell,EMP3
2085,Multilymphoid progenitor cell,EPB42
2087,Multilymphoid progenitor cell,EPHA1-AS1
2088,Naive CD8+ T cell,EPHX2
2090,Plasmacytoid dendritic cell,ERO1LB
2092,Naive CD8+ T cell,EXOSC8
2093,Multilymphoid progenitor cell,EZH1
2095,Naive CD8+ T cell,FAM102A
2096,Multilymphoid progenitor cell,FAM103A1
2097,AXL+SIGLEC6+ dendritic cell,FAM105A
2100,AXL+SIGLEC6+ dendritic cell,FAM129A
2101,Multilymphoid progenitor cell,FAM134B
2102,Multilymphoid progenitor cell,FAM157C
2103,Plasmacytoid dendritic cell,FAM160A1
2105,CD141+CLEC9A+ dendritic cell,FAM190A
2107,Multilymphoid progenitor cell,FAM219A
2108,Multilymphoid progenitor cell,FAM222B
2110,Granulocyte-monocyte progenitor,FAM45A
2113,Naive CD8+ T cell,FAM60A
2114,Multilymphoid progenitor cell,FAM69A
2115,Multilymphoid progenitor cell,FAM83D
2116,Multilymphoid progenitor cell,FAM83G
2117,Granulocyte-monocyte progenitor,FAM96A
2119,Fibroblast,FAP
2120,Multilymphoid progenitor cell,FBRS
2122,Multilymphoid progenitor cell,FBXO38
2123,Multilymphoid progenitor cell,FCRL1
2124,Lymphoid-primed multipotent progenitor cell(LMPP),FCRL3
2125,Multilymphoid progenitor cell,FFAR1
2126,Multilymphoid progenitor cell,FFAR2
2127,Lymphoid-primed multipotent progenitor cell(LMPP),FGD6
2128,Naive CD4+ T cell,FHIT
2129,Naive CD8+ T cell,FKBP5
2130,Plasmacytoid dendritic cell,FLJ43663
2131,Multilymphoid progenitor cell,FLYWCH1
2134,Multilymphoid progenitor cell,FOSB
2135,Multilymphoid progenitor cell,FOXN3
2136,Multilymphoid progenitor cell,FPGT-TNNI3K
2137,Multilymphoid progenitor cell,FURIN
2138,Effector CD8+ memory T (Tem) cell,FUT11
2140,Multilymphoid progenitor cell,FZD8
2141,Effector CD8+ memory T (Tem) cell,GAB3
2143,Granulocyte-monocyte progenitor,GAPDHP42
2144,Naive CD8+ T cell,GAS5
2147,CD141+CLEC9A+ dendritic cell,GCET2
2148,Granulocyte-monocyte progenitor,GCNT1
2149,Multilymphoid progenitor cell,GFOD1
2150,AXL+SIGLEC6+ dendritic cell,GGTA1P
2151,Naive CD4+ T cell,GIMAP8
2153,Regulatory T (Treg) cell,GLRX
2154,Multilymphoid progenitor cell,GLTSCR2
2155,Red blood cell (erythrocyte),GlyA
2156,Multilymphoid progenitor cell,GNA12
2157,Multilymphoid progenitor cell,GNAI2
2158,Multilymphoid progenitor cell,GNPTAB
2161,Plasmacytoid dendritic cell,GPR114
2163,Lymphoid-primed multipotent progenitor cell(LMPP),GRB2
2164,Multilymphoid progenitor cell,GRIK1
2166,Multilymphoid progenitor cell,GSTP1
2167,Multilymphoid progenitor cell,GUSBP2
2168,Multilymphoid progenitor cell,GVINP1
2169,Multilymphoid progenitor cell,GYPB
2170,Granulocyte-monocyte progenitor,HAL
2171,Regulatory T (Treg) cell,HAPLN3
2172,Multilymphoid progenitor cell,HECW2
2173,Lymphoid-primed multipotent progenitor cell(LMPP),HERC4
2174,Multilymphoid progenitor cell,HES1
2175,Multilymphoid progenitor cell,HHLA1
2176,Multilymphoid progenitor cell,HIC1
2177,Multilymphoid progenitor cell,HIST1H2BK
2178,Multilymphoid progenitor cell,HIST1H4C
2179,Multilymphoid progenitor cell,HIST1H4I
2180,Multilymphoid progenitor cell,HIVEP1
2181,Multilymphoid progenitor cell,HIVEP3
2182,CD141+CLEC9A+ dendritic cell,HLA-DQB
2183,Multilymphoid progenitor cell,HMGCS1
2184,Multilymphoid progenitor cell,HMHA1
2185,Multilymphoid progenitor cell,HNRNPUL1
2186,Multilymphoid progenitor cell,HOXA3
2187,Multilymphoid progenitor cell,HOXA5
2188,Granulocyte-monocyte progenitor,HTATSF1
2189,Multilymphoid progenitor cell,IER2
2190,Multilymphoid progenitor cell,IER5
2191,Multilymphoid progenitor cell,IFFO2
2193,Multilymphoid progenitor cell,IGF1R
2194,Multilymphoid progenitor cell,IGF2R
2196,Plasmacytoid dendritic cell,IGJ
2197,Regulatory T (Treg) cell,IL10RA
2198,Multilymphoid progenitor cell,IL18RAP
2199,Granulocyte-monocyte progenitor,IL1RAP
2201,Multilymphoid progenitor cell,IL24
2202,Plasmacytoid dendritic cell,IL28RA
2203,Multilymphoid progenitor cell,INADL
2205,Multilymphoid progenitor cell,INPP5K
2207,Naive CD8+ T cell,ITFG2
2210,Multilymphoid progenitor cell,JARID2
2211,Multilymphoid progenitor cell,JUND
2212,Granulocyte-monocyte progenitor,KBTBD11
2213,Effector CD8+ memory T (Tem) cell,KCNAB2
2214,Multilymphoid progenitor cell,KCNMB1
2215,Lymphoid-primed multipotent progenitor cell(LMPP),KCTD9
2216,Multilymphoid progenitor cell,KDM2A
2217,Multilymphoid progenitor cell,KDM2B
2218,Multilymphoid progenitor cell,KDM7A
2221,Plasmacytoid dendritic cell,KIAA0226L
2222,Multilymphoid progenitor cell,KIAA0355
2223,Multilymphoid progenitor cell,KIAA0430
2224,Multilymphoid progenitor cell,KIAA0556
2225,Multilymphoid progenitor cell,KIAA1024
2226,Lymphoid-primed multipotent progenitor cell(LMPP),KIAA1147
2228,Multilymphoid progenitor cell,KIAA2013
2230,Multilymphoid progenitor cell,KLF7
2231,Lymphoid-primed multipotent progenitor cell(LMPP),KLKB1
2232,Multilymphoid progenitor cell,KMT2B
2233,Lymphoid-primed multipotent progenitor cell(LMPP),LCAT
2234,Lymphoid-primed multipotent progenitor cell(LMPP),LDB2
2235,Granulocyte-monocyte progenitor,LDHA
2236,Naive CD8+ T cell,LDHB
2237,Naive CD4+ T cell,LDLRAP1
2238,Naive CD8+ T cell,LEF1-AS1
2239,Multilymphoid progenitor cell,LENG8-AS1
2240,Effector CD8+ memory T (Tem) cell,LGALS1
2241,Multilymphoid progenitor cell,LGSN
2242,Multilymphoid progenitor cell,LIMS2
2243,Multilymphoid progenitor cell,LINC00304
2244,Multilymphoid progenitor cell,LINC00869
2245,Lymphoid-primed multipotent progenitor cell(LMPP),LINC01059
2246,Lymphoid-primed multipotent progenitor cell(LMPP),LINC01125
2247,Lymphoid-primed multipotent progenitor cell(LMPP),LINC01359
2248,Naive CD8+ T cell,LINC01550
2249,Multilymphoid progenitor cell,LINC01554
2250,Effector CD8+ memory T (Tem) cell,LITAF
2251,Effector CD8+ memory T (Tem) cell,LLGL2
2252,Multilymphoid progenitor cell,LMBR1L
2253,Multilymphoid progenitor cell,LMF2
2254,Multilymphoid progenitor cell,LMLN
2255,Naive CD8+ T cell,LMO7
2256,Plasmacytoid dendritic cell,LOC100131089
2257,Plasmacytoid dendritic cell,LOC100131564
2259,Plasmacytoid dendritic cell,LOC100233209
2260,Plasmacytoid dendritic cell,LOC100507600
2262,CD1C+_B dendritic cell,LOC284454
2263,Plasmacytoid dendritic cell,LOC284551
2264,Plasmacytoid dendritic cell,LOC285972
2266,Plasmacytoid dendritic cell,LOC400657
2267,CD141+CLEC9A+ dendritic cell,LOC541471
2268,Plasmacytoid dendritic cell,LOC642776
2271,Multilymphoid progenitor cell,LRCH1
2272,Granulocyte-monocyte progenitor,LRPPRC
2273,Multilymphoid progenitor cell,LRRC43
2274,Multilymphoid progenitor cell,LRRC69
2275,Naive CD8+ T cell,LRRC75A
2276,Naive CD4+ T cell,LRRC75A-AS1
2277,Multilymphoid progenitor cell,LRRK1
2278,Naive CD4+ T cell,LRRN3
2280,Multilymphoid progenitor cell,LSM14B
2281,Multilymphoid progenitor cell,LSM7
2282,Effector CD8+ memory T (Tem) cell,LUZP6
2283,Lymphoid-primed multipotent progenitor cell(LMPP),LY6G5C
2284,Granulocyte-monocyte progenitor,M1AP
2285,Multilymphoid progenitor cell,MAGEE1
2286,Naive CD4+ T cell,MAL
2288,Granulocyte-monocyte progenitor,MAMDC2
2289,Multilymphoid progenitor cell,MAML2
2290,Multilymphoid progenitor cell,MAN1A2
2291,Multilymphoid progenitor cell,MANEA-AS1
2292,Multilymphoid progenitor cell,MAP3K11
2293,Multilymphoid progenitor cell,MAP3K7CL
2294,Multilymphoid progenitor cell,MAPKBP1
2295,Multilymphoid progenitor cell,MB
2296,Multilymphoid progenitor cell,MBD6
2297,Effector CD8+ memory T (Tem) cell,MBP
2298,Granulocyte-monocyte progenitor,MCM10
2299,Granulocyte-monocyte progenitor,MCM4
2300,Granulocyte-monocyte progenitor,MCM6
2301,Multilymphoid progenitor cell,MDGA2
2302,Multilymphoid progenitor cell,MED13L
2303,Multilymphoid progenitor cell,MEF2C
2304,Regulatory T (Treg) cell,METTL7A
2305,Granulocyte-monocyte progenitor,METTL7B
2306,Multilymphoid progenitor cell,MEX3C
2307,Multilymphoid progenitor cell,MFSD4
2308,Multilymphoid progenitor cell,MGAM
2309,Multilymphoid progenitor cell,MGRN1
2310,Multilymphoid progenitor cell,MIDN
2311,Plasmacytoid dendritic cell,MINA
2312,Multilymphoid progenitor cell,MKNK1
2313,Cancer cell,MLANA
2314,Multilymphoid progenitor cell,MLLT6
2315,Multilymphoid progenitor cell,MLXIP
2317,Multilymphoid progenitor cell,MN1
2318,Multilymphoid progenitor cell,MNT
2319,Multilymphoid progenitor cell,MOB3A
2321,Multilymphoid progenitor cell,MPHOSPH8
2322,Multilymphoid progenitor cell,MPRIP
2323,Multilymphoid progenitor cell,MREG
2324,Multilymphoid progenitor cell,MRPL55
2325,Multilymphoid progenitor cell,MRPS24
2327,CD141+CLEC9A+ dendritic cell,MTERFD3
2328,Granulocyte-monocyte progenitor,MTND4P15
2329,Multilymphoid progenitor cell,MTURN
2330,Lymphoid-primed multipotent progenitor cell(LMPP),MTUS1
2331,Multilymphoid progenitor cell,MVD
